"","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"1225",38,11310,1,"SUV","Private","0","High School",0,"0",0,"Clerical","0","No","1",0,"No","no","Yes","F",1,29,"Urban",10
"1226",58,18400,1,"Minivan","Private","0","No High School",122217,"0",3256,"Home Maker","0","Yes","1",0,"No","no","No","F",1,60,"Rural",15
"1227",55,13340,0,"SUV","Commercial","0","Bachelors",225111,"0",63376,"Blue Collar","0","Yes","2",0,"No","no","No","F",7,25,"Rural",12
"1228",51,18950,0,"Van","Private","0","Bachelors",269925,"0",70195,"Manager","0","Yes","2",0,"No","no","No","M",10,71,"Urban",7
"1229",38,10760,1,"Pickup","Commercial","0","High School",0,"0",34648,"Blue Collar","0","No","2",0,"No","no","Yes","M",1,47,"Rural",9
"1230",29,17130,1,"Minivan","Commercial","3","High School",196036,"2",47621,"Blue Collar","0","No","6",5584,"Yes","no","No","F",9,26,"Urban",11
"1231",43,21740,0,"Van","Private","1","Bachelors",423784,"2",159443,"Professional","0","Yes","3",4538,"No","yes","No","M",3,20,"Urban",9
"1232",48,6300,0,"SUV","Private","0","High School",127576,"0",0,"Home Maker","0","Yes","0",0,"No","no","No","F",4,30,"Urban",0
"1233",44,2160,1,"SUV","Private","0","No High School",65192,"0",6591,"Home Maker","0","No","2",0,"No","no","No","F",9,33,"Urban",12
"1234",47,11770,0,"Pickup","Commercial","1","Masters",0,"0",101498,"Professional","0","No","6",21063,"No","yes","Yes","M",10,51,"Urban",12
"1235",50,29550,0,"Minivan","Private","0","PhD",0,"0",134152,"Doctor","0","No","1",0,"No","yes","No","M",10,5,"Urban",11
"1236",39,29640,0,"Minivan","Private","0","Bachelors",217422,"0",44738,"Clerical","0","Yes","3",0,"No","no","No","F",6,26,"Rural",12
"1237",49,23790,0,"Minivan","Private","0","PhD",423673,"0",173894,"Doctor","0","Yes","3",0,"No","no","No","F",6,8,"Urban",6
"1238",19,11650,1,"Sports Car","Private","2","High School",0,"0",5336,"Clerical","0","No","7",1845,"No","yes","No","F",6,26,"Urban",6
"1239",45,26730,0,"Pickup","Private","0","Bachelors",204888,"1",47389,"Home Maker","0","No","2",0,"Yes","no","No","F",20,23,"Urban",8
"1240",38,10430,1,"SUV","Private","0","High School",98782,"2",23536,"Home Maker","0","Yes","0",0,"No","no","No","F",10,84,"Rural",10
"1241",56,19280,1,"SUV","Private","3","Bachelors",127035,"0",25891,"Home Maker","0","Yes","0",35012,"No","no","Yes","F",6,42,"Urban",12
"1242",59,29230,1,"Pickup","Private","0","Bachelors",153289,"0",28818,"Home Maker","0","Yes","1",0,"No","no","No","F",6,6,"Rural",9
"1243",31,14930,0,"Minivan","Private","0","Masters",0,"0",86264,"Professional","0","No","0",0,"No","no","No","M",1,32,"Rural",11
"1244",51,6600,0,"SUV","Private","3","Masters",287311,"0",93785,"Lawyer","0","Yes","1",1230,"No","no","No","F",1,31,"Urban",11
"1245",40,5600,0,"Pickup","Private","1","High School",352820,"2",140171,"Manager","0","Yes","8",5735,"No","yes","No","M",4,16,"Urban",14
"1246",49,16430,0,"SUV","Commercial","1","No High School",201872,"0",39220,"Blue Collar","0","No","11",5161,"No","no","No","F",10,34,"Urban",11
"1247",50,26460,0,"Minivan","Commercial","0","High School",0,"0",45215,"Blue Collar","0","No","4",0,"No","no","No","F",6,33,"Urban",12
"1248",39,14710,1,"Minivan","Private","0","Bachelors",244764,"0",93077,"Professional","0","Yes","0",0,"No","yes","No","M",1,29,"Rural",14
"1249",55,17760,0,"SUV","Private","0","PhD",436688,"0",162585,"Doctor","0","Yes","2",0,"No","no","No","F",7,12,"Urban",9
"1250",48,10190,1,"Pickup","Private","0","No High School",214165,"0",38896,"Clerical","0","Yes","1",0,"No","yes","No","M",1,75,"Rural",13
"1251",58,20710,0,"Van","Private","2","Masters",229325,"0",73463,"Lawyer","0","Yes","2",11061,"No","yes","No","M",6,34,"Urban",12.3211111111111
"1252",57,7200,0,"SUV","Private","0","Masters",347576,"3",106140,"Lawyer","2","No","4",0,"Yes","no","Yes","F",4,39,"Urban",14
"1253",49,29650,0,"Pickup","Private","0","PhD",278669,"0",112039,"Doctor","0","Yes","0",0,"No","no","No","F",11,34,"Urban",13
"1254",32,24660,0,"Panel Truck","Commercial","2","Masters",184803,"3",62615,"Manager","0","Yes","4",2130,"No","no","No","M",1,18,"Urban",11
"1255",54,10620,0.13,"Sports Car","Private","0","Bachelors",169694,"0",38349,"Home Maker","0","No","0",0,"No","no","No","F",6,27,"Urban",12
"1256",31,15190,1,"SUV","Private","0","No High School",0,"4",15292,"Clerical","0","No","1",0,"Yes","no","No","F",6,24,"Rural",12
"1257",49,10610,0.414,"SUV","Private","3","No High School",160036,"0",42071,"Blue Collar","0","No","8",36189,"No","no","Yes","F",10,48,"Urban",10
"1258",52,17210,0,"Van","Private","0","PhD",493471,"0",201192,"Manager","0","Yes","3",0,"No","yes","No","M",10,34,"Urban",12
"1259",42,22960,1,"Panel Truck","Commercial","2","High School",172461,"0",52292,"Blue Collar","0","Yes","3",6597,"No","yes","No","M",6,38,"Urban",8
"1260",31,26130,1,"SUV","Private","0","High School",133939,"4",48317,"Clerical","0","Yes","0",0,"No","no","No","F",7,41,"Urban",14
"1261",30,17230,0,"Minivan","Private","2","High School",222135,"1",63425,"Manager","0","No","6",4927,"Yes","no","No","F",9,36,"Urban",10
"1262",53,32950,0,"Pickup","Commercial","2","PhD",0,"0",180034,"Manager","0","No","3",3488,"No","no","No","F",6,27,"Urban",12
"1263",53,23080,0,"Minivan","Private","0","Masters",310405,"0",114179,"Manager","0","Yes","4",0,"No","no","No","M",6,20,"Urban",11
"1264",27,3260,0.555,"Minivan","Commercial","3","High School",0,"3",43915,"Blue Collar","0","No","2",5476,"Yes","yes","No","M",1,39,"Urban",9
"1265",52,16760,1,"Van","Commercial","0","Masters",0,"0",115756,"Manager","0","Yes","3",0,"No","no","No","M",10,15,"Urban",7
"1266",51,12380,0,"Pickup","Commercial","0","High School",187295,"0",57782,"Blue Collar","0","Yes","1",0,"No","no","No","F",6,26,"Urban",15
"1267",35,28700,0,"Pickup","Commercial","3","Masters",234307,"2",86997,"Manager","0","Yes","4",6459,"No","no","No","F",1,57,"Urban",10
"1268",38,9330,0,"Sports Car","Private","0","Bachelors",189439,"2",40342,"Clerical","1","Yes","0",0,"No","no","No","F",4,5,"Rural",15
"1269",35,15120,0,"SUV","Commercial","2","Bachelors",233449,"2",65102,"Blue Collar","0","Yes","5",19508,"No","no","Yes","F",13,11,"Urban",14
"1270",46,14760,0,"Minivan","Private","0","Masters",319774,"0",132560,"Lawyer","0","No","4",0,"No","yes","No","M",4,21,"Urban",10
"1271",45,2230,0,"Minivan","Private","0","High School",111469,"0",39472,"Blue Collar","0","Yes","5",0,"No","yes","No","M",1,31,"Urban",8
"1272",52,18160,1,"Van","Commercial","3","High School",321942,"0",114635,"Manager","0","No","3",7202,"No","yes","No","M",10,30,"Urban",12
"1273",47,6200,0,"Pickup","Private","0","PhD",91949,"0",0,"Home Maker","0","No","0",0,"No","no","No","M",6,52,"Urban",0
"1274",55,24120,0,"Panel Truck","Commercial","0","Bachelors",0,"0",70839,"Professional","0","No","1",0,"No","yes","No","M",1,8,"Urban",13
"1275",48,19160,0,"Minivan","Private","2","Masters",211819,"0",78890,"Lawyer","0","Yes","3",4824,"No","no","No","M",10,52,"Urban",14
"1276",46,24700,0,"Pickup","Private","0","Bachelors",151139,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",1,37,"Rural",0
"1277",41,30540,0,"Panel Truck","Commercial","5","Bachelors",0,"2",29936,"Professional","0","No","2",6257,"Yes","no","No","M",21,5,"Urban",11
"1278",47,18910,0,"Van","Commercial","0","Bachelors",369418,"0",127129,"Professional","0","No","0",0,"No","yes","No","M",9,15,"Urban",11
"1279",46,3910,1,"Minivan","Private","0","No High School",164877,"0",30111,"Blue Collar","0","No","1",0,"No","yes","No","M",4,28,"Urban",8
"1280",48,14940,0,"Minivan","Private","3","No High School",109990,"0",14522,"Clerical","1","Yes","8",7310,"No","no","No","M",6,29,"Rural",13
"1281",45,19100,1,"SUV","Private","3","No High School",115381,"1",24178,"Clerical","0","Yes","2",7727,"No","no","Yes","F",6,67,"Urban",9
"1282",48,24880,0,"Panel Truck","Commercial","1","PhD",482291,"0",208667,"Manager","0","No","3",12014,"No","no","Yes","M",6,31,"Urban",13
"1283",55,13000,1,"Minivan","Private","2","High School",254660,"1",83076,"Professional","1","Yes","6",22887,"No","no","No","M",4,31,"Urban",17
"1284",56,22460,0,"SUV","Private","2","Bachelors",0,"0",0,"Professional","0","No","0",37932,"No","no","Yes","F",4,46,"Urban",11
"1285",42,18760,0,"Pickup","Commercial","0","Masters",0,"3",106194,"Professional","1","No","0",0,"Yes","no","No","F",6,33,"Urban",12
"1286",35,14430,0,"SUV","Private","0","High School",133918,"1",31616,"Clerical","0","No","0",0,"Yes","no","Yes","F",1,47,"Rural",12
"1287",35,14980,0,"SUV","Commercial","1","High School",190621,"2",50872,"Blue Collar","0","Yes","0",35500,"No","no","Yes","F",6,46,"Urban",7
"1288",57,9470,0.496666666666667,"Pickup","Commercial","0","High School",242651,"0",79670,"Blue Collar","0","Yes","2",0,"No","yes","No","M",6,5,"Urban",6
"1289",53,1500,0,"Minivan","Private","0","No High School",0,"0",55861,"Blue Collar","0","No","0",0,"No","yes","No","M",6,12,"Urban",11
"1290",43,16900,1,"SUV","Private","0","Bachelors",0,"0",116044,"Professional","0","No","0",0,"No","no","No","F",4,25,"Urban",12
"1291",42,18800,1,"Sports Car","Private","3","High School",0,"4",9950,"Student","1","Yes","7",7942,"No","no","No","F",8,37,"Urban",15
"1292",46,6100,1,"Pickup","Private","0","High School",109034,"0",0,"Clerical","0","Yes","2",0,"No","no","No","M",1,21,"Urban",15
"1293",53,25290,1,"Minivan","Private","0","Masters",201603,"0",48421,"Professional","0","No","0",0,"No","yes","No","M",13,36,"Rural",11
"1294",35,15290,1,"Minivan","Private","0","High School",0,"0",18004,"Clerical","0","No","0",0,"No","yes","Yes","M",4,36,"Urban",5
"1295",58,11150,0,"Minivan","Commercial","3","Bachelors",0,"0",38462,"Blue Collar","0","Yes","2",10353,"No","yes","No","M",4,56,"Urban",8
"1296",59,40760,0,"Panel Truck","Commercial","2","Bachelors",327486,"0",110323,"Professional","0","Yes","4",5169,"No","yes","No","M",15,10,"Urban",14
"1297",44,7580,0,"SUV","Private","0","No High School",136818,"2",16800,"Clerical","0","Yes","0",0,"No","no","No","F",6,47,"Urban",14
"1298",41,24050,0,"Minivan","Private","2","Bachelors",0,"0",67014,"Professional","0","No","2",5296,"No","yes","No","M",1,39,"Urban",8
"1299",54,9790,0,"Pickup","Commercial","1","Bachelors",0,"0",55977,"Professional","0","No","4",6193,"No","yes","No","M",1,45,"Urban",6
"1300",47,21360,0,"Van","Commercial","0","Masters",0,"0",0,"Professional","0","No","2",0,"No","no","No","M",6,40,"Urban",12
"1301",48,11640,1,"Pickup","Commercial","0","High School",160356,"0",53412,"Blue Collar","0","Yes","0",0,"No","no","No","M",1,37,"Rural",9
"1302",41,5600,1,"Sports Car","Private","0","No High School",0,"2",7594,"Student","1","Yes","0",0,"No","no","No","F",7,57,"Rural",13
"1303",44,12180,1,"Pickup","Private","0","No High School",228990,"0",0,"Clerical","0","No","2",0,"No","yes","No","M",1,39,"Rural",12
"1304",56,26770,0,"Panel Truck","Commercial","0","PhD",373191,"0",132115,"Manager","0","Yes","2",0,"No","no","Yes","M",1,16,"Urban",9
"1305",56,35810,0,"Minivan","Private","0","PhD",484306,"0",188809,"Doctor","0","No","1",0,"No","yes","No","M",9,25,"Urban",10
"1306",61,16370,0,"Sports Car","Private","0","Masters",272445,"0",80153,"Manager","0","No","0",0,"No","no","No","F",9,32,"Urban",11
"1307",42,20880,0.11,"Pickup","Commercial","0","PhD",0,"2",151826,"Manager","0","No","4",0,"Yes","no","No","F",1,55,"Urban",15
"1308",47,11650,0,"Sports Car","Commercial","2","Bachelors",205511,"0",54467,"Blue Collar","0","No","2",9377,"No","no","No","F",13,38,"Urban",11
"1309",47,12850,0.0299999999999999,"Minivan","Private","0","Masters",291034,"0",113496,"Lawyer","0","Yes","1",0,"No","yes","No","M",10,38,"Urban",11
"1310",38,5200,1,"Sports Car","Commercial","0","High School",0,"0",12216,"Student","0","No","2",0,"No","no","No","F",7,53,"Urban",9
"1311",19,3790,0,"SUV","Private","3","High School",76851,"0",3871,"Manager","0","Yes","8",5194,"No","no","No","F",3,49,"Urban",5
"1312",40,5730,0,"SUV","Private","0","No High School",0,"3",2292,"Home Maker","0","No","0",0,"Yes","no","No","F",4,105,"Rural",14
"1313",39,10760,1,"Pickup","Commercial","2","High School",0,"3",0,"Blue Collar","1","No","5",2697,"Yes","no","No","F",6,43,"Urban",13
"1314",28,8820,1,"Pickup","Commercial","0","No High School",121671,"0",11100,"Clerical","0","No","4",0,"No","no","No","M",4,52,"Rural",6
"1315",43,30380,0,"Panel Truck","Commercial","0","High School",155641,"0",50755,"Blue Collar","0","Yes","2",0,"No","yes","No","M",4,24,"Rural",12
"1316",52,20740,0,"Minivan","Private","0","Bachelors",162052,"0",31519,"Manager","0","Yes","0",0,"No","yes","No","M",6,33,"Urban",14
"1317",54,1500,0,"SUV","Private","1","PhD",402031,"0",164420,"Lawyer","0","Yes","2",10878,"No","no","No","F",4,48,"Urban",14
"1318",50,17970,0,"Van","Private","0","Bachelors",0,"0",0,"Home Maker","0","No","0",0,"No","yes","No","F",4,47,"Rural",8
"1319",50,17500,0,"SUV","Private","0","PhD",293399,"0",109950,"Doctor","0","Yes","0",0,"No","no","No","F",6,45,"Urban",13
"1320",51,11290,0.4225,"SUV","Commercial","0","High School",0,"0",72334,"Blue Collar","0","No","4",0,"No","no","Yes","F",4,36,"Urban",13
"1321",36,16650,0,"SUV","Private","0","High School",172745,"3",45590,"Professional","0","Yes","0",0,"No","no","No","F",3,9,"Urban",12
"1322",55,11180,0,"Pickup","Commercial","2","Bachelors",256253,"0",0,"Blue Collar","0","Yes","6",9111,"No","yes","No","M",3,33,"Urban",13
"1323",45,1500,0,"Sports Car","Private","0","High School",0,"1",0,"Student","0","No","1",0,"Yes","no","No","F",4,44,"Urban",0
"1324",45,19700,0,"Minivan","Private","0","Bachelors",455931,"3",152563,"Manager","0","Yes","0",0,"No","yes","No","M",3,43,"Urban",12
"1325",57,26140,1,"Sports Car","Private","0","High School",84309,"2",14989,"Home Maker","0","Yes","0",0,"No","no","Yes","F",10,43,"Rural",15
"1326",43,21110,0.07,"Van","Commercial","3","Masters",0,"0",166192,"Manager","0","No","2",4962,"No","yes","No","M",1,52,"Urban",8
"1327",55,24640,0,"Van","Commercial","0","PhD",339933,"0",113534,"Manager","0","Yes","0",0,"No","no","No","F",6,21,"Urban",14
"1328",45,6900,0,"SUV","Private","0","No High School",105059,"2",8467,"Clerical","2","Yes","0",0,"No","no","No","F",9,28,"Urban",12
"1329",54,31520,0,"Minivan","Private","0","PhD",636835,"0",246164,"Doctor","0","No","0",0,"No","no","No","F",13,46,"Urban",12
"1330",56,7100,0,"SUV","Private","0","No High School",0,"0",0,"Student","0","Yes","2",0,"No","no","No","F",4,5,"Urban",0
"1331",38,27750,0,"Panel Truck","Commercial","0","Bachelors",345671,"0",142002,"Manager","0","Yes","2",0,"No","yes","No","M",4,33,"Urban",10
"1332",32,9790,0,"SUV","Private","2","Bachelors",229982,"2",72188,"Professional","0","Yes","1",3176,"No","no","No","F",17,29,"Urban",13
"1333",48,14350,1,"SUV","Private","0","Bachelors",244552,"1",80522,"Manager","0","Yes","2",0,"No","no","No","F",1,16,"Urban",3
"1334",46,13460,1,"Minivan","Private","0","No High School",142093,"0",35852,"Blue Collar","0","Yes","0",0,"No","no","No","M",10,21,"Urban",12
"1335",43,8050,0,"SUV","Private","1","Bachelors",0,"0",53431,"Professional","0","No","5",4408,"No","no","No","F",3,5,"Urban",9
"1336",41,2910,0,"Sports Car","Private","0","Bachelors",0,"1",6712,"Home Maker","0","Yes","2",0,"No","no","No","F",7,37,"Urban",14
"1337",49,10670,0,"SUV","Private","0","Bachelors",170808,"0",45471,"Clerical","0","Yes","0",0,"No","no","No","F",1,14,"Urban",12
"1338",44,16020,0,"Minivan","Private","0","Masters",335456,"0",134967,"Manager","0","Yes","0",0,"No","no","No","F",4,31,"Urban",14
"1339",50,6200,1,"SUV","Commercial","0","Bachelors",223769,"0",46952,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,26,"Urban",13
"1340",47,18370,0,"Sports Car","Private","2","Masters",243839,"0",69692,"Lawyer","0","Yes","0",3314,"No","no","No","F",4,58,"Urban",11
"1341",57,18800,0,"Minivan","Private","1","Bachelors",0,"0",97083,"Professional","0","No","4",4925,"No","no","No","F",13,20,"Urban",12
"1342",48,7740,1,"SUV","Private","1","No High School",0,"0",14410,"Clerical","0","No","3",1001,"No","no","No","F",7,27,"Urban",6
"1343",39,33460,0,"Minivan","Private","0","PhD",483998,"2",192426,"Doctor","0","Yes","0",0,"No","yes","No","M",1,46,"Urban",13
"1344",54,11510,0,"Pickup","Private","0","Bachelors",0,"0",46074,"Manager","0","No","0",0,"No","yes","No","M",3,42,"Urban",12
"1345",43,24520,0.5025,"Panel Truck","Commercial","1","High School",84656,"0",0,"Student","0","Yes","8",1119,"No","no","No","M",1,36,"Urban",2.62888888888889
"1346",51,23040,0,"Pickup","Private","0","PhD",302676,"0",95713,"Manager","0","Yes","0",0,"No","no","No","F",9,32,"Urban",9
"1347",38,25740,0,"Panel Truck","Commercial","0","Bachelors",372067,"0",116933,"Professional","0","No","0",0,"No","yes","No","M",1,19,"Urban",7
"1348",40,5500,0,"Pickup","Commercial","0","Bachelors",251223,"0",90377,"Blue Collar","0","No","2",0,"No","yes","No","M",1,21,"Urban",10
"1349",57,15820,0,"SUV","Private","0","Masters",272326,"2",86232,"Manager","0","Yes","0",0,"No","no","No","F",9,8,"Urban",16
"1350",45,16310,0,"Sports Car","Private","0","Masters",0,"0",103134,"Lawyer","0","No","0",0,"No","no","No","F",1,38,"Urban",13
"1351",53,13730,0,"Minivan","Commercial","1","Bachelors",238236,"0",69268,"Blue Collar","0","Yes","1",23381,"No","no","No","M",6,31,"Urban",13
"1352",39,9310,1,"Sports Car","Commercial","2","High School",140813,"2",23094,"Blue Collar","0","Yes","0",4732,"No","no","No","F",4,27,"Urban",17
"1353",45,7940,0,"Sports Car","Private","1","Bachelors",138623,"0",37407,"Manager","0","Yes","0",47712,"No","no","Yes","F",4,32,"Urban",12
"1354",57,23780,0,"Panel Truck","Commercial","1","Masters",342129,"0",111970,"Manager","0","Yes","5",20369,"No","no","Yes","M",3,28,"Urban",14
"1355",41,5610,0,"Pickup","Commercial","0","Bachelors",60765,"2",50,"Student","0","Yes","0",0,"No","yes","No","M",1,19,"Rural",12
"1356",34,11100,0,"SUV","Private","0","Bachelors",201347,"1",62044,"Professional","0","Yes","0",0,"No","no","No","F",17,37,"Rural",12
"1357",47,13610,0,"Minivan","Private","0","Masters",0,"0",80577,"Lawyer","0","No","3",0,"No","no","No","M",11,34,"Urban",12
"1358",44,21960,1,"Minivan","Private","2","No High School",0,"0",27127,"Clerical","0","No","2",35472,"No","no","Yes","F",6,36,"Urban",8
"1359",40,25100,0,"Panel Truck","Commercial","0","Bachelors",326327,"0",122543,"Manager","0","Yes","2",0,"No","no","No","M",7,28,"Urban",11.1472207792208
"1360",49,24120,0.0599999999999999,"Panel Truck","Commercial","0","Masters",337259,"0",122192,"Manager","0","No","0",0,"No","no","No","M",1,32,"Urban",10
"1361",50,22250,0,"Minivan","Commercial","0","Bachelors",202687,"0",53568,"Blue Collar","0","Yes","0",0,"No","no","No","M",13,37,"Rural",13
"1362",53,15410,0,"Minivan","Private","0","Masters",268336,"1",86100,"Manager","0","Yes","1",0,"No","no","No","M",8,48,"Urban",6
"1363",34,23260,0,"SUV","Commercial","0","Bachelors",156214,"1",34887,"Blue Collar","0","No","3",0,"Yes","no","No","F",1,38,"Urban",12
"1364",44,23790,0,"Pickup","Private","0","Masters",428679,"0",178864,"Lawyer","0","No","0",0,"No","no","No","F",4,43,"Urban",11
"1365",46,20440,0,"Minivan","Private","0","PhD",369612,"0",0,"Manager","0","No","0",0,"No","no","No","F",1,43,"Urban",13
"1366",50,24850,0,"Panel Truck","Commercial","3","Masters",222820,"0",56566,"Manager","0","Yes","3",1203,"No","no","No","M",1,27,"Urban",13
"1367",55,17050,1,"Minivan","Private","3","High School",0,"0",37794,"Home Maker","0","No","4",39617,"No","no","Yes","M",1,38,"Urban",12
"1368",38,5200,1,"Sports Car","Private","1","High School",128953,"3",20145,"Home Maker","1","Yes","0",38063,"No","no","Yes","F",3,56,"Urban",15
"1369",37,27390,0,"Panel Truck","Commercial","3","Masters",206587,"3",91045,"Manager","0","Yes","3",2215,"No","no","No","M",1,22,"Urban",17
